,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,POHLAVI,NAZEV_VS
113,40,7,1,Michaela,Šojdrová,Ing.,,46,zahradní architektka,Kroměříž,588296,1,1,0,2406,5.6,5.60773802587111,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
114,40,8,659,Zdeněk,Nováček,MUDr.,,56,chirurg a lékař záchranné služ,Čáslav,534005,99,721,0,7261,16.92,16.92343549702831,2,0,9599,39.83,39.8315282791817,0,0,,"Koalice ""STAN"" a TOP 09"
115,40,9,137,Jana,Volfová,Mgr.,,52,"předsedkyně SDŽ, učitelka",Praha,1,155,137,0,1203,2.8,2.80386901293555,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
116,40,10,714,Milan,Vodička,Ing.,CSc.,61,soudní znalec v oboru ekonomik,Říčany,538728,714,714,0,405,0.94,0.94394592704812,0,0,0,0.0,0.0,0,0,,Strana svobodných občanů
117,40,11,144,Ladislav,Exner,,,47,učitel,Kutná Hora,533955,144,144,0,1843,4.29,4.29553665074,0,0,0,0.0,0.0,0,0,,Věci veřejné
118,40,12,53,Lucie,Talmanová,Ing.,,43,chemik,Praha,1,53,53,0,5389,12.56,12.56030765645029,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
119,43,1,181,Miluše,Horská,Mgr.,,51,"ředitelka ZŠ,PŠ Svítání o.p.s.",Pardubice,555134,99,181,0,8751,19.5,19.50040110526784,2,0,14944,52.23,52.23348479552603,1,0,,Nestraníci
120,43,2,137,Marta,Lederová,Mgr.,,52,ředitelka ZŠ a MŠ,Pardubice,555134,99,137,0,1571,3.5,3.50075764328371,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
121,43,3,47,Václav,Snopek,Mgr.,CSc.,59,sociolog,Pardubice,555134,47,47,0,5019,11.18,11.18415188519475,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
122,43,4,756,Vladimír,Engelmajer,Ing.,,54,podnikatel,Pardubice,555134,99,756,0,3494,7.78,7.7858989214725,0,0,0,0.0,0.0,0,0,,Česká strana regionů
123,43,5,7,Jiří,Komárek,,,59,jednatel společnosti,Pardubice,555134,7,7,0,9973,22.22,22.22346020144397,2,0,13666,47.76,47.76651520447396,0,0,,Česká strana sociálně demokratická
124,43,6,144,Jiří,Málek,prof. Ing.,DrSc.,51,vysokoškolský učitel,Pardubice,555134,99,144,0,8170,18.2,18.20572243515464,0,0,0,0.0,0.0,0,0,,Věci veřejné
125,43,7,724,Petr,Janko,,,53,"OSVČ-oceň.maj,provádění staveb",Stojice,575755,724,724,0,1003,2.23,2.23504768695962,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
126,43,8,53,Jiří,Stříteský,Ing.,,66,senátor,Pardubice,555134,53,53,0,6895,15.36,15.36456012122292,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
127,46,1,7,Miloslav,Soušek,Ing.,,49,OSVČ,Vysoké Mýto,581186,7,7,0,10213,22.3,22.30789393211305,2,0,11427,43.86,43.86732696072785,0,0,,Česká strana sociálně demokratická
128,46,2,47,Jaroslav,Bajt,,,64,důchodce,Žamberk,581259,47,47,0,2944,6.43,6.43047485911493,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
129,46,3,137,Wesselin,Toppisch,MUDr.,,66,lékař,Ústí nad Orlicí,579891,99,137,0,2735,5.97,5.97396356646717,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
130,46,4,1,Petr,Šilar,Ing.,,54,osoba samost. výdělečně činná,Horní Čermná,580279,1,1,0,10311,22.52,22.52195185880913,2,0,14622,56.13,56.13267303927214,1,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
131,46,5,724,Jaromír,Dušek,Ing.,,58,syst. specialista,Dolní Dobrouč,580121,99,724,0,3807,8.31,8.31549517277532,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
132,46,6,53,Richard,Neugebauer,Mgr.,,41,podnikat. v tělových. službách,Žamberk,581259,53,53,0,7395,16.15,16.15263640732165,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
133,46,7,659,Ludmila,Müllerová,Ing.,,56,senátorka,Dolní Čermná,580112,721,721,0,8377,18.29,18.29758420339871,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
134,49,1,47,Stanislav,Navrkal,,,61,uvol.člen zastupitelstva JmK,Blansko,581283,47,47,0,5353,10.54,10.54715977380647,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
135,49,2,724,Petr,Rožňák,,,59,"vysokoškolský učitel,politolog",Brno-střed,550973,724,724,0,526,1.03,1.03639193742241,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
136,49,3,7,Jozef,Regec,,,45,viceprez.Čes.svazu cyklistiky,Černá Hora,581496,7,7,0,15541,30.62,30.62084999901483,2,0,17389,54.32,54.3270432391902,1,0,,Česká strana sociálně demokratická
137,49,4,137,Jindřich,Vomela,prof. MUDr.,"CSc., LL.M",64,"lékař-chirurg,vysokošk. učitel",Brno-střed,550973,99,137,0,2078,4.09,4.09433925088172,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
138,49,5,721,Ivana,Holomková,Mgr.,,45,starostka obce Spešov,Spešov,556963,721,721,0,4922,9.69,9.6979488897208,0,0,0,0.0,0.0,0,0,,TOP 09
139,49,6,53,Karel,Jarůšek,,,57,živnostník,Brno-Královo Pole,551007,53,53,0,6760,13.31,13.31940969006758,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
140,49,7,24,Pavel,Henek,RNDr.,,55,ředitel gymnázia,Ráječko,582247,24,24,0,943,1.85,1.85801824522688,0,0,0,0.0,0.0,0,0,,Konzervativní strana
141,49,8,1,Zdeněk,Peša,PaedDr.,,47,starosta obce Olešnice,Olešnice,582158,99,1,0,10771,21.22,21.22239079463282,2,0,14619,45.67,45.67295676080979,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
142,49,9,169,Miroslav,Lejsek,Dr.Mgr.Bc.,,61,zdravotní rada v.v.auditor ZZS,Brno-střed,550973,169,169,0,197,0.38,0.38815439481409,0,0,0,0.0,0.0,0,0,,Folklor i Společnost
143,49,10,144,Josef,Mikulášek,Ing.,,59,stavební inženýr,Sloup,582352,99,144,0,3662,7.21,7.21533702441235,0,0,0,0.0,0.0,0,0,,Věci veřejné
144,52,1,47,Pavel,Šlechtický,Ing.,,66,odhadce majetku,Jihlava,586846,47,47,0,6140,14.83,14.83414268802396,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
145,52,2,1,Jan,Kasal,Mgr. Ing.,,58,předseda Evr. ak. pro demokr.,Kaliště,548090,1,1,0,4577,11.05,11.05795945978594,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
146,52,3,7,Vratislav,Výborný,Ing.,,57,OSVČ,Jihlava,586846,7,7,0,7961,19.23,19.23364982725713,2,0,9446,40.62,40.62620962539245,0,0,,Česká strana sociálně demokratická
147,52,4,714,Vladislav,Nechvátal,Ing.,,45,starosta,Třešť,588032,714,714,0,2888,6.97,6.97736222850378,0,0,0,0.0,0.0,0,0,,Strana svobodných občanů
148,52,5,659,Zdeňka,Drlíková,MUDr.,,63,ředitelka psychiatr. léčebny,Jihlava,586846,99,721,0,3744,9.04,9.04544466188301,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
149,52,6,137,František,Halásek,Ing.,,65,zemědělský inženýr,Kněžice,590843,155,137,0,1215,2.93,2.93542074363992,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
150,52,7,724,Eduard,Zeman,Mgr.,,62,exministr školství vlády ČR,České Budějovice,544256,724,724,0,816,1.97,1.97144306733347,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
151,52,8,53,Miloš,Vystrčil,RNDr.,,50,vysokoškolský učitel,Telč,588024,53,53,0,14050,33.94,33.94457732357275,2,0,13805,59.37,59.37379037460754,1,0,,Občanská demokratická strana
152,55,1,47,Vojtěch,Adam,MUDr.,,60,starosta města Ivančice,Ivančice,583120,99,47,0,8300,17.1,17.10388031405197,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
153,55,2,7,Jan,Žaloudík,prof. MUDr.,CSc.,56,lékař,Ježkovice,593125,99,7,0,15709,32.37,32.37166937993282,2,0,21684,67.31,67.31861786346279,1,0,,Česká strana sociálně demokratická
154,55,3,137,Ivan,Čadeni,Ing.,,45,manažer nákupu,Brno,3,99,137,0,984,2.02,2.02773713602736,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
155,55,4,721,Karel,Bořecký,Ing.,,42,stavební technik,Moravské Knínice,583430,721,721,0,4668,9.61,9.61938714530055,0,0,0,0.0,0.0,0,0,,TOP 09
156,55,5,144,Vladimír,Paulík,,,43,starosta obce Petrovice,Petrovice,582212,144,144,0,1945,4.0,4.00807797720856,0,0,0,0.0,0.0,0,0,,Věci veřejné
157,55,6,724,Daniela,Magálová,,,44,zpěvačka,Brno,3,724,724,0,1017,2.09,2.09574051558925,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
158,55,7,53,Tomáš,Julínek,MUDr.,MBA,53,senátor,Brno,3,53,53,0,9607,19.79,19.79722628639726,2,0,10527,32.68,32.6813821365372,0,0,,Občanská demokratická strana
159,55,8,1,František,Svoboda,Ing.,,52,starosta Tišnova,Tišnov,584002,1,1,0,6297,12.97,12.9762812454922,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
160,58,1,7,Václav,Božek,Mgr.,CSc.,61,náměstek hejtmana Jm kraje,Brno,3,7,7,0,9774,26.78,26.78175092478421,2,0,11744,46.06,46.0675479543404,0,0,,Česká strana sociálně demokratická
161,58,2,137,Jan,Kux,JUDr.,,62,právník,Brno,3,99,137,0,568,1.55,1.55637758597068,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
162,58,3,721,Jiří,Vorlíček,prof. MUDr.,CSc.,65,ředitel Masaryk.onkolog.ústavu,Brno,3,99,721,0,6457,17.69,17.69283463488149,0,0,0,0.0,0.0,0,0,,TOP 09
163,58,4,1,Stanislav,Juránek,Ing.,,54,ředitel Reg. odboru SZIF,Brno,3,1,1,0,9061,24.82,24.82805863816961,2,0,13749,53.93,53.93245204565959,1,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
164,58,5,724,Ladislav,Zapletal,,,64,rektor vysoké školy v Brně,Brno,3,724,724,0,507,1.38,1.38923140156185,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
165,58,6,144,Jiří,Vítek,,,45,provozní zoolog,Brno,3,144,144,0,1086,2.97,2.9757501027538,0,0,0,0.0,0.0,0,0,,Věci veřejné
166,58,7,53,Miroslav,Hošek,Ing.,,45,podnikatel,Brno,3,53,53,0,6151,16.85,16.85436361145362,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
167,58,8,47,Daniel,Borecký,RNDr.,CSc.,57,vysokoškolský pedagog,Brno,3,47,47,0,2891,7.92,7.92163310042471,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
168,61,1,724,Josef,Dušek,PhDr.,,62,podnikatel,Praha,1,724,724,0,396,0.95,0.95555233820761,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
169,61,2,137,Jan,Rytíř,JUDr.,Ph.D.,42,právník neziskové organizace,Olomouc,500496,155,137,0,2326,5.61,5.6126634814922,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
170,61,3,1,Pavel,Nováček,Doc. RNDr.,CSc.,49,vysokoškolský učitel,Samotišky,547077,99,1,0,3745,9.03,9.03672602673616,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
171,61,4,47,Miroslav,Skácel,PaedDr.,,62,pedagog,Olomouc,500496,47,47,0,4004,9.66,9.66169586409922,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
172,61,5,7,Martin,Tesařík,Ing.,,56,hejtman Olomouckého kraje,Olomouc,500496,7,7,0,14306,34.52,34.52053472322764,2,0,16052,54.78,54.78311320432749,1,0,,Česká strana sociálně demokratická
173,61,6,53,Jan,Hálek,Prof. Ing.,CSc.,67,senátor,Olomouc,500496,53,53,0,8449,20.38,20.38752955938419,2,0,13249,45.21,45.2168867956725,0,0,,Občanská demokratická strana
174,61,7,659,Jiří,Klein,Prof. MUDr.,"Ph.D.,FETCS",47,"lékař,vysokoškolský pedagog",Velký Újezd,505668,99,721,0,8216,19.82,19.82529800685295,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
175,64,1,1,Vítězslav,Maláč,MUDr.,,53,chirurg,Krnov,597520,99,1,0,4543,13.42,13.4261311581996,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
176,64,2,144,Vilém,Urbiš,JUDr.,,56,advokát,Bruntál,597180,99,144,0,1399,4.13,4.13452729260868,0,0,0,0.0,0.0,0,0,,Věci veřejné
177,64,3,7,Jaroslav,Palas,Ing.,,58,hejtman,Krnov,597520,7,7,0,11062,32.69,32.69202352454413,2,0,12013,62.56,62.56119154254765,1,0,,Česká strana sociálně demokratická
178,64,4,80,Miroslava,Hustáková,JUDr.,,44,OSVČ - advokátka,Malá Morávka,597601,99,80,0,3962,11.7,11.7090758636995,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
179,64,5,80,Jan,Síla,MUDr.,,60,lékař - neurochirurg,Ostrava,4,99,80,0,1681,4.96,4.96793450956054,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
180,64,6,721,Marián,Olejník,MUDr.,MBA.,57,ředitel Podhorské nemocnice,Rýmařov,597783,721,721,0,1484,4.38,4.38573159559062,0,0,0,0.0,0.0,0,0,,TOP 09
181,64,7,53,Jiří,Žák,,,51,senátor PČR,Bruntál,597180,53,53,0,4775,14.11,14.11177113810325,2,0,7189,37.43,37.43880845745234,0,0,,Občanská demokratická strana
182,64,8,47,Pavel,Bačgoň,,,57,předseda OV KSČM Bruntál,Bruntál,597180,47,47,0,3947,11.66,11.66474569258504,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
183,64,9,137,Alfréd,Roik,Ing.,CSc.,54,předseda představenstva,Ostrava,4,99,137,0,984,2.9,2.9080592251086,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
184,67,1,724,Zdeněk,Krajčír,,,53,místostarosta,Kopřivnice,599565,724,724,0,1312,2.83,2.83522420313344,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
185,67,2,137,Antonín,Hrabánek,Ing.,,59,ekonomický poradce,Opava,505927,99,137,0,962,2.07,2.07887628309022,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
186,67,3,7,Zdeněk,Besta,Ing.,,62,starosta,Zbyslavice,568449,7,7,0,10280,22.21,22.215018908698,2,0,15786,60.32,60.32558850504432,1,0,,Česká strana sociálně demokratická
187,67,4,47,Karel,Kuboš,RSDr.,,62,předseda OV KSČM  Nový Jičín,Kopřivnice,599565,47,47,0,5384,11.63,11.63479200432198,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
188,67,5,758,Drahomír,Strnadel,,,69,soukromý zemědělec,Trojanovice,599999,758,758,0,5694,12.3,12.30470016207455,0,0,0,0.0,0.0,0,0,,Naše Beskydy
189,67,6,721,Miroslav,Kobsa,MUDr.,,56,primář dětského oddělení  NsP,Nový Jičín,599191,721,721,0,4702,10.16,10.16099405726634,0,0,0,0.0,0.0,0,0,,TOP 09
190,67,7,144,Sylva,Kováčiková,Ing.,,52,starostka města,Bílovec,599247,144,144,0,5322,11.5,11.50081037277147,0,0,0,0.0,0.0,0,0,,Věci veřejné
191,67,8,1,Jaroslav,Šula,Ing.,,62,ředitel Domova Hortenzie,Kopřivnice,599565,1,1,0,4962,10.72,10.72285251215559,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
192,67,9,53,Milan,Bureš,Mgr.,,56,ředitel  ZŠ a senátor,Frenštát pod Radhoštěm,599344,53,53,0,7657,16.54,16.54673149648838,2,0,10382,39.67,39.67441149495567,0,0,,Občanská demokratická strana
193,70,1,678,Radoslav,Štědroň,RNDr.,,55,podnikový ekolog,Ostrava,4,159,159,0,449,1.24,1.24480177432769,0,0,0,0.0,0.0,0,0,,Koalice Senátor pro Ostravu
194,70,2,721,Tomáš,Čermák,prof. Ing.,CSc.,67,prorektor VŠB-TU Ostrava,Ostrava,4,99,721,0,4271,11.84,11.84086498475187,0,0,0,0.0,0.0,0,0,,TOP 09
195,70,3,47,Justina,Kamená,Ing.,,55,ekonomka,Ostrava,4,47,47,0,4507,12.49,12.49514832270584,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
196,70,4,53,Lukáš,Ženatý,RNDr.,Ph.D.,48,náměstek primátora,Ostrava,4,53,53,0,5725,15.87,15.87191571943443,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
197,70,5,7,Antonín,Maštalíř,Ing.,,57,starosta,Ostrava,4,7,7,0,8561,23.73,23.73440532298308,2,0,12091,53.03,53.03535397841915,1,0,,Česká strana sociálně demokratická
198,70,6,144,Aleš,Dobrozemský,Ing.,CSc.,47,"vysokoškolský pedagog, OSVČ",Ostrava,4,144,144,0,1101,3.05,3.05239811477682,0,0,0,0.0,0.0,0,0,,Věci veřejné
199,70,7,1,Zbyněk,Pražák,Ing.,,55,projektový specialista,Ostrava,4,1,1,0,1782,4.94,4.94039367895758,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
200,70,8,137,Zdeněk,Pavlíček,Bc.,,42,"herec, tiskový mluvčí byty OKD",Ostrava,4,99,137,0,752,2.08,2.08483504297199,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
201,70,9,88,Liana,Janáčková,Ing. arch.,,56,senátorka,Ostrava,4,99,88,0,8922,24.73,24.73523703909065,2,0,10707,46.96,46.96464602158084,0,0,,NEZÁVISLÍ
202,73,1,137,Jan,Szotkowski,Mgr.,,58,učitel škol 2.cyklu,Český Těšín,598933,167,137,0,1256,3.09,3.09199675044927,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
203,73,2,88,Marian,Kuś,,,47,ředitel společnosti,Český Těšín,598933,99,88,0,1817,4.47,4.47305580857192,0,0,0,0.0,0.0,0,0,,NEZÁVISLÍ
204,73,3,1,Michael,Trojka,Ing.,,41,pedagog,Třinec,598810,1,1,0,2196,5.4,5.40607075158169,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
205,73,4,53,Dagmar,Adamová,Mgr.,,54,ředitelka ZŠ a MŠ,Jablunkov,598259,53,53,0,5211,12.82,12.82834002117131,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
206,73,5,144,Stanislav,Czudek,MUDr.,CSc.,51,lékař,Mosty u Jablunkova,598453,99,144,0,10382,25.55,25.55820880825188,2,0,11973,48.58,48.58777696615534,0,0,,Věci veřejné
207,73,6,659,Igor,Petrov,Ing.,,51,"senátor, dopravní inženýr",Třinec,598810,99,166,0,4411,10.85,10.85891533935649,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
208,73,7,7,Petr,Gawlas,,,48,projektový manažer,Jablunkov,598259,7,7,0,11127,27.39,27.39223554319194,2,0,12669,51.41,51.41222303384465,1,0,,Česká strana sociálně demokratická
209,73,8,47,Miroslav,Boublík,Ing.,,61,referent jakosti,Třinec,598810,99,47,0,4221,10.39,10.39117697742546,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
210,73,9,80,Roman,Gawlas,Ing.,,58,finanční analytik,Česká Ves,569356,99,80,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
211,76,1,7,Miloš,Malý,Mgr.,,56,starosta města Kroměříže,Kroměříž,588296,7,7,0,10315,25.04,25.04795901022316,2,0,13191,53.86,53.8650006125199,1,0,,Česká strana sociálně demokratická
212,76,2,53,Zdeněk,Janalík,PaedDr.,,50,"senátor, starosta",Holešov,588458,53,53,0,9586,23.27,23.27772516451761,2,0,11298,46.13,46.13499938748009,0,0,,Občanská demokratická strana
213,76,3,47,Jaroslav,Adamík,Ing.,,69,technik,Kroměříž,588296,47,47,0,4202,10.2,10.20373473203661,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
214,76,4,1,Zdeněk,Pánek,Mgr.,,52,starosta města Bystřice p.H.,Bystřice pod Hostýnem,588393,99,1,0,6472,15.71,15.71598552730628,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
215,76,5,144,Ignác,Hoza,Prof. Ing.,CSc. dr.h.c.,68,univerzitní profesor,Vyškov,592889,99,144,0,1149,2.79,2.79012165804618,0,0,0,0.0,0.0,0,0,,Věci veřejné
216,76,6,659,Lenka,Mergenthalová,MUDr.,,43,"primářka ARO, Nem.Kroměříž",Kroměříž,588296,721,721,0,4306,10.45,10.45627838080668,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
217,76,7,724,Lubomír,Nečas,MUDr.,,55,lékař,Zlín,585068,724,724,0,729,1.77,1.77023384570554,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
218,76,8,83,Pavel,Dohnal,Ing.,,49,poradce pro fondy EU,Kroměříž,588296,83,83,0,1738,4.22,4.22039289963818,0,0,0,0.0,0.0,0,0,,Moravané
219,76,9,5,Zdeňka,Dokoupilová,Ing.,,45,správce památkového objektu,Kroměříž,588296,5,5,0,2684,6.51,6.51756878171972,0,0,0,0.0,0.0,0,0,,Strana zelených
220,79,1,53,Alena,Venhodová,MUDr.,,56,zubní lékařka,Hodonín,586021,53,53,0,10380,22.14,22.14447241541152,2,0,12830,43.82,43.82728701236592,0,0,,Občanská demokratická strana
221,79,2,724,Rudolf,Bauer,,,58,soukromý podnikatel,Strážnice,586587,724,724,0,760,1.62,1.62136792251568,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
222,79,3,659,Risto,Ljasovský,Mgr.,,49,starosta města Strážnice,Strážnice,586587,99,166,0,3366,7.18,7.18095319366813,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
223,79,4,1,Jiří,Koliba,Ing.,,52,stavební inženýr,Hodonín,586021,1,1,0,7166,15.28,15.28779280624653,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
224,79,5,137,Zuzana,Matušková,,,61,mikrobioložka,Hodonín,586021,99,137,0,1524,3.25,3.25126936041302,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
225,79,6,144,Jiří,Brüch,,,50,obchodní ředitel,Strážnice,586587,99,144,0,1339,2.85,2.85659427401117,0,0,0,0.0,0.0,0,0,,Věci veřejné
226,79,7,47,Martina,Milerová,,,59,ekonomka,Hodonín,586021,47,47,0,4863,10.37,10.37462132525493,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
227,79,8,7,Zdeněk,Škromach,Ing.,,53,poslanec PS PČR,Rohatec,586528,7,7,0,17476,37.28,37.28292870247898,2,0,16444,56.17,56.17271298763407,1,0,,Česká strana sociálně demokratická
